Code,PR_Batch,EHI_number,IN Code (from EHI_number),ENA accession,Raw data (GB),species,Reference genome,Reference genome species,Reference genome closeness,Number of previous preprocessings,alias_bam,alias_fastq,Autonumber1,Autonumber2,AB (Assembly+Binning),reads_pre_fastp,reads_post_fastp,bases_pre_fastp,bases_post_fastp,adapter_trimmed_reads,adapter_trimmed_bases,host_reads,metagenomic_bases,host_bases,reads_lost_fastp_percent,bases_lost_fastp_percent,adapter_percent,host_percent,singlem_fraction,Indexed library molarity,Adaptor/library ratio,Index (from Sequence alias),IN Code (from Sequence alias),Volume (ul) (from Sequence alias),ENA_run_accession,ENA_sample_accession,ENA_experiment_accession,ENA_project_accession,analysis_code,project,analysis_center,analysis_date,file_name_bam,file_name_fastq1,file_name_fastq2,analysis_protocol,latitude,longitude,geocache,geographic location,Initial DNA for library (from IN Code) (from EHI_number),region,sample_type,bacterial_archaeal_bases,AB (Assembly+Binning) 2,Number of assemblies,Number of MAGs,kappa,C,LR,modelR,LRstar,diversity,Submit_PR,nonpareil_estimated_coverage,number_bins,assembly_batches,status,host_bam_url,sex,order,country
PR01078,PRB0024,EHI00013,AAS17E1L1I1,ERR9880732,5.70,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00013G1,EHI00013M1,1078,01078,,22131412,18818138,3319711800,2420052959,10544027,591124117,10589322,968487273,1451565686,15%,27%,18%,60%,54%,15.90,0.04,15,AAS17E1L1I1,1.60,ERR9880732,SAMEA14374023,ERX9425938,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00013_G.bam,EHI00013_M_1.fq.gz,EHI00013_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.332,-1.962,,"43.332313,-1.961823",84.0,Gipuzkoa,Skin swab,522626030.0,"EHA00526,EHA01203",2,146,0.5159,0.5461,484217918,0.9987,24596544398,19.5537,,1.969%,146,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00013_G.bam,Female,Strigiformes,Spain
PR01079,PRB0024,EHI00014,AAS41E1L1I1,ERR9880733,3.10,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00014G1,EHI00014M1,1079,01079,,17964648,15777456,2694697200,2130504973,7425048,357306340,11464826,0,2130504973,12%,21%,13%,100%,0%,9.19,0.44,16,AAS41E1L1I1,1.40,ERR9880733,SAMEA14374184,ERX9425939,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00014_G.bam,EHI00014_M_1.fq.gz,EHI00014_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.332,-1.962,,"43.332313,-1.961823",4.1,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.5989,0.6259,271395318,0.9973,7588769208,18.6070,,3.576%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00014_G.bam,Unknown,Strigiformes,Spain
PR01080,PRB0024,EHI00015,AAS20E1L1I1,ERR9880734,1.10,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00015G1,EHI00015M1,1080,01080,,25862416,24146608,3879362400,3349734452,7745167,352403212,5664728,2517127349,832607103,7%,14%,9%,25%,2%,10.94,0.11,17,AAS20E1L1I1,1.20,ERR9880734,SAMEA14374025,ERX9425940,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00015_G.bam,EHI00015_M_1.fq.gz,EHI00015_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.332,-1.962,,"43.332313,-1.961823",13.3,Gipuzkoa,Anal/cloacal swab,60768298.0,"EHA00527,EHA01204",2,146,0.5193,0.5493,1258554925,0.9879,533799495788,20.6339,,0.236%,146,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00015_G.bam,Female,Strigiformes,Spain
PR01081,PRB0024,EHI00016,AAS18E1L1I1,ERR9880735,3.00,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00016G1,EHI00016M1,1081,01081,,37741994,33228654,5661299100,4752593437,10417885,475005113,28615682,0,4752593437,12%,16%,8%,100%,0%,20.93,0.48,18,AAS18E1L1I1,1.20,ERR9880735,SAMEA14374024,ERX9425941,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00016_G.bam,EHI00016_M_1.fq.gz,EHI00016_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.332,-1.962,,"43.332313,-1.961823",4.2,Gipuzkoa,Skin swab,0.0,,0,0,0.7531,0.7717,278824703,0.9952,3081675160,17.8729,,9.048%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00016_G.bam,Female,Strigiformes,Spain
PR01082,PRB0024,EHI00017,AAS23E1L1I1,ERR9880736,4.90,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00017G1,EHI00017M1,1082,01082,,28987950,26759294,4348192500,3662518279,8794774,462486796,20676174,0,3662518279,8%,16%,11%,100%,0%,3.38,0.05,19,AAS23E1L1I1,3.80,ERR9880736,SAMEA14374041,ERX9425942,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00017_G.bam,EHI00017_M_1.fq.gz,EHI00017_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.292,-1.931,,"43.291551,-1.931306",400.8,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.3997,0.4324,280578370,0.9959,4936531303239,19.8736,,0.006%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00017_G.bam,Unknown,Strigiformes,Spain
PR01083,PRB0024,EHI00018,AAS32E1L1I1,ERR9880737,3.40,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00018G1,EHI00018M1,1083,01083,,17787874,16398178,2668181100,2218435392,7382208,317474333,13527236,0,2218435392,8%,17%,12%,100%,0%,10.85,0.03,20,AAS32E1L1I1,1.20,ERR9880737,SAMEA14374178,ERX9425943,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00018_G.bam,EHI00018_M_1.fq.gz,EHI00018_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.332,-1.962,,"43.332313,-1.961823",40.0,"Gipuzkoa, Donostia",Anal/cloacal swab,0.0,,0,0,0.4343,0.4665,127640285,0.9983,480434565510,18.6089,,0.027%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00018_G.bam,Unknown,Strigiformes,Spain
PR01084,PRB0024,EHI00019,AAS29E1L1I1,ERR9880738,2.30,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00019G1,EHI00019M1,1084,01084,,20246460,19275048,3036969000,2749053065,4415023,185843317,17535472,0,2749053065,5%,9%,6%,100%,0%,7.59,0.12,21,AAS29E1L1I1,1.70,ERR9880738,SAMEA14374175,ERX9425944,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00019_G.bam,EHI00019_M_1.fq.gz,EHI00019_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.292,-1.931,,"43.291551,-1.931306",4.6,"Gipuzkoa, Donostia",Anal/cloacal swab,0.0,,0,0,0.5888,0.6162,92380727,0.9919,16626985015,17.3854,,0.556%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00019_G.bam,Unknown,Strigiformes,Spain
PR01085,PRB0024,EHI00020,AAS30E1L1I1,ERR9880739,0.10,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00020G1,EHI00020M1,1085,01085,,15354456,13131362,2303168400,1623714986,8938773,475769630,10360258,0,1623714986,14%,30%,21%,100%,0%,24.98,0.08,22,AAS30E1L1I1,1.00,ERR9880739,SAMEA14374176,ERX9425945,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00020_G.bam,EHI00020_M_1.fq.gz,EHI00020_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.292,-1.931,,"43.291551,-1.931306",18.2,"Gipuzkoa, Donostia",Anal/cloacal swab,0.0,,0,0,0.4054,0.4381,129931187,0.9932,2512635494670,19.1399,,0.005%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00020_G.bam,Unknown,Strigiformes,Spain
PR01086,PRB0024,EHI00021,AAS31E1L1I1,ERR9880740,2.70,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00021G1,EHI00021M1,1086,01086,,796978,609444,119546700,85191928,300034,17485567,427922,0,85191928,24%,29%,15%,100%,0%,0.47,0.21,23,AAS31E1L1I1,15.00,ERR9880740,SAMEA14374177,ERX9425946,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00021_G.bam,EHI00021_M_1.fq.gz,EHI00021_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.332,-1.962,,"43.332313,-1.961823",2.0,"Gipuzkoa, Donostia",Anal/cloacal swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00021_G.bam,Unknown,Strigiformes,Spain
PR01087,PRB0024,EHI00022,AAS24E1L1I1,ERR9880741,5.60,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00022G1,EHI00022M1,1087,01087,,32516410,28109668,4877461500,3760991170,12952990,708873482,23820054,0,3760991170,14%,23%,15%,100%,0%,18.21,0.25,24,AAS24E1L1I1,1.40,ERR9880741,SAMEA14374044,ERX9425947,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00022_G.bam,EHI00022_M_1.fq.gz,EHI00022_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.292,-1.931,,"43.291551,-1.931306",400.1,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.3685,0.4015,189069796,0.9967,16204147497958,19.7842,,0.001%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00022_G.bam,Unknown,Strigiformes,Spain
PR01088,PRB0024,EHI00023,AAS22E1L1I1,ERR9880742,4.30,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00023G1,EHI00023M1,1088,01088,,7579344,6807816,1136901600,888502928,3886042,173555855,6316864,0,888502928,10%,22%,15%,100%,0%,21.12,0.20,25,AAS22E1L1I1,1.20,ERR9880742,SAMEA14374040,ERX9425948,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00023_G.bam,EHI00023_M_1.fq.gz,EHI00023_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.292,-1.931,,"43.291551,-1.931306",14.0,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00023_G.bam,Unknown,Strigiformes,Spain
PR01089,PRB0024,EHI00024,AAS38E1L1I1,ERR9880743,4.90,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00024G1,EHI00024M1,1089,01089,,25420414,20141002,3813062100,2817639447,9467360,503280200,18871074,0,2817639447,21%,26%,13%,100%,0%,19.67,0.46,27,AAS38E1L1I1,1.30,ERR9880743,SAMEA14374182,ERX9425949,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00024_G.bam,EHI00024_M_1.fq.gz,EHI00024_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.332,-1.962,,"43.332313,-1.961823",3.5,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00024_G.bam,Unknown,Strigiformes,Spain
PR01090,PRB0024,EHI00025,NSAP67E1L1I1,ERR9880744,5.80,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00025G1,EHI00025M1,1090,01090,,24710354,23814950,3706553100,3480298934,2880647,104024744,845222,3362054146,118244788,4%,6%,3%,3%,97%,22.12,0.02,28,NSAP67E1L1I1,1.20,ERR9880744,SAMEA14374197,ERX9425950,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00025_G.bam,EHI00025_M_1.fq.gz,EHI00025_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.314,-2.019,,"43.31431,-2.01932",91.0,"Gipuzkoa, Donostia",Anal/cloacal swab,3272540641.0,"EHA00528,EHA01205",2,174,0.7694,0.7869,1681023673,0.9995,10193342432,19.1432,,16.491%,174,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00025_G.bam,Unknown,Strigiformes,Spain
PR01091,PRB0024,EHI00026,AAS10E1L1I1,ERR9880745,5.60,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00026G1,EHI00026M1,1091,01091,,18066694,17415568,2710004100,2485129201,3690422,150522583,16173382,0,2485129201,4%,8%,6%,100%,0%,23.88,0.03,29,AAS10E1L1I1,1.10,ERR9880745,SAMEA14374034,ERX9425951,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00026_G.bam,EHI00026_M_1.fq.gz,EHI00026_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.297,-1.976,,"43.296882,-1.975913",46.4,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00026_G.bam,Female,Strigiformes,Spain
PR01092,PRB0024,EHI00027,NSAP21E1L1I1,ERR9880746,2.90,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00027G1,EHI00027M1,1092,01092,,23844478,22319834,3576671700,3179388477,5595653,246176709,10263256,1717170026,1462218451,6%,11%,7%,46%,90%,30.87,0.19,30,NSAP21E1L1I1,1.10,ERR9880746,SAMEA14374188,ERX9425952,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00027_G.bam,EHI00027_M_1.fq.gz,EHI00027_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.309,-2.013,,"43.30912,-2.01327",8.4,"Gipuzkoa, Donostia",Anal/cloacal swab,1551966209.0,"EHA00529,EHA01206",2,156,0.8023,0.8176,858580848,0.9997,4913217701,18.1816,,17.475%,156,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0024/EHI00027_G.bam,Unknown,Strigiformes,Spain
PR01093,PRB0025,EHI00028,NSAP35E1L1I1,ERR9880747,2.80,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00028G1,EHI00028M1,1093,01093,,29135554,27928622,4370333100,4057653503,4347592,175844971,7562406,2939283619,1118369884,4%,7%,4%,28%,58%,22.77,0.08,31,NSAP35E1L1I1,1.30,ERR9880747,SAMEA14374192,ERX9425953,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00028_G.bam,EHI00028_M_1.fq.gz,EHI00028_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.296,-1.936,,"43.29598,-1.93614",15.3,"Gipuzkoa, Donostia",Skin swab,1710115123.0,"EHA00530,EHA01207",2,164,0.6424,0.6673,1469626530,0.9997,46582334464,19.7576,,3.155%,164,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00028_G.bam,Unknown,Strigiformes,Spain
PR01094,PRB0025,EHI00029,AAS08E1L1I1,ERR9880748,4.30,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00029G1,EHI00029M1,1094,01094,,30471188,29464654,4570678200,4285650519,3996227,163824649,27590626,0,4285650519,3%,6%,4%,100%,0%,15.97,0.00,32,AAS08E1L1I1,1.60,ERR9880748,SAMEA14374033,ERX9425954,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00029_G.bam,EHI00029_M_1.fq.gz,EHI00029_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.328,-1.960,,"43.328012,-1.960198",209.8,Gipuzkoa,Oral swab,0.0,,0,0,0.6483,0.6729,71063380,0.9984,72947530218,15.3491,,0.097%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00029_G.bam,Female,Strigiformes,Spain
PR01095,PRB0025,EHI00030,AAS12E1L1I1,ERR9880749,7.10,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00030G1,EHI00030M1,1095,01095,,18273850,17703618,2741077500,2578419996,2361326,96620262,16364570,0,2578419996,3%,6%,4%,100%,0%,18.62,0.04,33,AAS12E1L1I1,1.40,ERR9880749,SAMEA14374036,ERX9425955,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00030_G.bam,EHI00030_M_1.fq.gz,EHI00030_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.293,-1.987,,"43.292977,-1.987406",99.1,Gipuzkoa,Oral swab,0.0,,0,0,0.0000,0.0000,0,0.0000,0,0.0000,,#ERROR!,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00030_G.bam,Male,Strigiformes,Spain
PR01096,PRB0025,EHI00031,AAS04E1L1I1,ERR9880750,3.40,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00031G1,EHI00031M1,1096,01096,,39898494,38473436,5984774100,5616310200,4871432,202389208,36157730,0,5616310200,4%,6%,3%,100%,0%,13.71,0.05,34,AAS04E1L1I1,1.00,ERR9880750,SAMEA14374028,ERX9425956,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00031_G.bam,EHI00031_M_1.fq.gz,EHI00031_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.309,-1.953,,"43.308764,-1.952894",20.2,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.7364,0.7560,84151942,0.9972,21021693769,14.8524,,0.4%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00031_G.bam,Male,Strigiformes,Spain
PR01097,PRB0025,EHI00032,NSAP54E1L1I1,ERR9880751,3.60,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00032G1,EHI00032M1,1097,01097,,18294066,17912244,2744109900,2630595612,1730536,62027201,114758,2614148585,16447027,2%,4%,2%,1%,87%,17.55,0.04,35,NSAP54E1L1I1,1.50,ERR9880751,SAMEA14374195,ERX9425957,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00032_G.bam,EHI00032_M_1.fq.gz,EHI00032_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.297,-2.035,,"43.29693,-2.03468",240.3,"Gipuzkoa, Donostia",Anal/cloacal swab,2278201965.0,"EHA00531,EHA01208",2,164,0.8793,0.8891,1307067639,0.9996,2516516694,18.1191,,51.94%,164,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00032_G.bam,Unknown,Strigiformes,Spain
PR01098,PRB0025,EHI00033,AAS11E1L1I1,ERR9880752,2.70,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00033G1,EHI00033M1,1098,01098,,37538772,34401576,5630815800,5005255024,6325092,302267209,31904654,0,5005255024,8%,11%,5%,100%,0%,24.00,0.29,36,AAS11E1L1I1,1.10,ERR9880752,SAMEA14374037,ERX9425958,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00033_G.bam,EHI00033_M_1.fq.gz,EHI00033_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.293,-1.987,,"43.292977,-1.987406",6.6,Gipuzkoa,Anal/cloacal swab,0.0,,0,0,0.8660,0.8768,106160647,0.9948,1079164167,14.6373,,9.837%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00033_G.bam,Male,Strigiformes,Spain
PR01099,PRB0025,EHI00034,NSAP27E1L1I1,ERR9880753,4.10,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00034G1,EHI00034M1,1099,01099,,19149612,18406566,2872441800,2668004296,2794673,110591930,10349082,1127401782,1540602514,4%,7%,4%,58%,76%,23.00,0.01,37,NSAP27E1L1I1,1.10,ERR9880753,SAMEA14374189,ERX9425959,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00034_G.bam,EHI00034_M_1.fq.gz,EHI00034_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.297,-2.035,,"43.29693,-2.03468",37.8,"Gipuzkoa, Donostia",Anal/cloacal swab,856332163.0,"EHA00532,EHA01209",2,146,0.7019,0.7236,563705814,0.9997,9405245856,18.3883,,5.994%,146,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00034_G.bam,Unknown,Strigiformes,Spain
PR01100,PRB0025,EHI00035,NSAP64E1L1I1,ERR9880754,3.70,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00035G1,EHI00035M1,1100,01100,,23824850,22624064,3573727500,3175083807,6019540,261416690,19848514,0,3175083807,5%,11%,7%,100%,0%,26.10,0.02,38,NSAP64E1L1I1,1.00,ERR9880754,SAMEA14374196,ERX9425960,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00035_G.bam,EHI00035_M_1.fq.gz,EHI00035_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.297,-2.035,,"43.29693,-2.03468",99.1,"Gipuzkoa, Donostia",Anal/cloacal swab,0.0,,0,0,0.4673,0.4988,151097346,0.9850,3447719151864,18.7527,,0.004%,0,0,No metagenomic data,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00035_G.bam,Unknown,Strigiformes,Spain
PR01101,PRB0025,EHI00036,NSAP20E1L1I1,ERR9880755,3.60,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00036G1,EHI00036M1,1101,01101,,38120586,36246046,5718087900,5296094728,5276279,222520112,1767696,5000370714,295724014,5%,7%,4%,6%,30%,19.50,0.15,39,NSAP20E1L1I1,1.30,ERR9880755,SAMEA14374187,ERX9425961,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00036_G.bam,EHI00036_M_1.fq.gz,EHI00036_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.309,-2.013,,"43.30912,-2.01327",7.9,"Gipuzkoa, Donostia",Oral swab,1503279659.0,"EHA00533,EHA01210",2,146,0.6665,0.6902,2500167800,0.9956,590597750083,19.3649,,0.423%,146,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00036_G.bam,Unknown,Strigiformes,Spain
PR01102,PRB0025,EHI00037,NSAP42E1L1I1,ERR9880756,2.70,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00037G1,EHI00037M1,1102,01102,,28153352,27360018,4223002800,3953250513,5425724,177798719,21838850,737442351,3215808162,3%,6%,4%,81%,35%,32.60,0.02,40,NSAP42E1L1I1,1.20,ERR9880756,SAMEA14374194,ERX9425962,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00037_G.bam,EHI00037_M_1.fq.gz,EHI00037_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.306,-2.046,,"43.30598,-2.04632",9.8,"Gipuzkoa, Donostia",Anal/cloacal swab,254662191.0,"EHA00534,EHA01211",2,146,0.5611,0.5896,368722771,0.9964,35149617996,18.9673,,1.049%,146,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00037_G.bam,Unknown,Strigiformes,Spain
PR01103,PRB0025,EHI00038,NSAP33E1L1I1,ERR9880757,3.70,Strix aluco,G0003,Strix occidentalis,Other,1,EHI00038G1,EHI00038M1,1103,01103,,27136726,26527240,4070508900,3861131287,3548952,130009273,3460676,3355339082,505792205,2%,5%,3%,13%,75%,33.00,0.01,41,NSAP33E1L1I1,1.20,ERR9880757,SAMEA14374190,ERX9425963,PRJEB51836,https://github.com/earthhologenome/EHI_bioinformatics/blob/main/0_Code/1_Preprocess_QC.snakefile,Strix aluco,EHI,2023-04-02,EHI00038_G.bam,EHI00038_M_1.fq.gz,EHI00038_M_2.fq.gz,https://github.com/earthhologenome/EHI_bioinformatics,43.296,-1.936,,"43.29598,-1.93614",40.2,"Gipuzkoa, Donostia",Anal/cloacal swab,2527788424.0,"EHA00535,EHA01212",2,171,0.6273,0.6530,1677667010,0.9997,29600718757,20.2252,,5.668%,171,2,Assembly + MAGs,https://sid.erda.dk/share_redirect/BaMZodj9sA/PPR/PRB0025/EHI00038_G.bam,Unknown,Strigiformes,Spain
